   6   1   0  55.50  17.50  1021.6   8.43  -0.83  282.6  283.09  0.79
   6   1   3  55.50  17.50  1022.4   7.45  -1.15  282.1  281.03  0.84
   6   1   6  55.50  17.50  1023.1   7.87  -0.10  284.9  283.16  0.76
   6   1   9  55.50  17.50  1023.5   7.36   2.50  288.5  286.11  0.67
   6   1  12  55.50  17.50  1023.0   5.77   4.79  288.1  287.42  0.67
   6   1  15  55.50  17.50  1022.8   4.81   7.54  287.4  288.45  0.69
   6   1  18  55.50  17.50  1021.4   4.17   7.10  284.3  287.26  0.74
   6   1  21  55.50  17.50  1021.1   4.42   8.23  277.8  286.06  0.74
   6   2   0  55.50  17.50  1019.5   6.24  11.12  283.3  287.29  0.75
   6   2   3  55.50  17.50  1017.4  12.26  10.85  286.2  285.06  0.80
   6   2   6  55.50  17.50  1016.6  15.74   6.50  286.6  287.02  0.80
   6   2   9  55.50  17.50  1016.0  14.87   4.06  288.9  288.27  0.78
   6   2  12  55.50  17.50  1015.1  12.74   2.19  290.6  289.59  0.73
   6   2  15  55.50  17.50  1014.5  11.16   2.35  289.7  289.80  0.79
   6   2  18  55.50  17.50  1013.8  10.05  -2.03  288.7  289.46  0.83
   6   2  21  55.50  17.50  1014.6  12.61  -2.38  287.0  288.42  0.89
   6   3   0  55.50  17.50  1014.6  11.69  -3.89  286.4  285.27  0.90
   6   3   3  55.50  17.50  1015.9   9.90  -6.65  285.8  283.55  0.84
   6   3   6  55.50  17.50  1017.5   9.74  -6.77  285.8  285.14  0.80
   6   3   9  55.50  17.50  1019.0  10.51  -4.19  286.7  286.40  0.75
   6   3  12  55.50  17.50  1019.8  11.36  -2.54  287.1  287.09  0.71
   6   3  15  55.50  17.50  1019.8  12.22  -2.38  287.0  287.76  0.71
   6   3  18  55.50  17.50  1019.3  10.67  -3.70  285.1  287.16  0.68
   6   3  21  55.50  17.50  1019.8   7.93  -5.14  280.8  286.24  0.78
   6   4   0  55.50  17.50  1020.3   5.79  -5.44  281.2  282.48  0.82
   6   4   3  55.50  17.50  1020.0   4.39  -4.24  281.1  281.71  0.84
   6   4   6  55.50  17.50  1020.1   2.51   0.00  283.5  282.38  0.79
   6   4   9  55.50  17.50  1019.9  -2.25   1.52  283.6  283.01  0.74
   6   4  12  55.50  17.50  1019.7  -6.30   3.31  282.9  283.36  0.80
   6   4  15  55.50  17.50  1018.6  -7.48   2.51  283.5  283.50  0.79
